"candidate_rank","gene","sender_evidence_level","candidate_label","ligand_annotation_source","database_version","mapping_status","nichenet_lr_edge_n","omnipath_row_n","omnipath_ligand_annotation","omnipath_transmitter_annotation","omnipath_secreted_annotation","omnipath_extracellular_annotation","protein_secretome_annotation","omnipath_databases","nichenet_resource_sha256","omnipath_snapshot_sha256","freeze_status","source_url.x","gse182_supported_donor_n","gse199_supported_donor_n","total_supported_donor_n","gse182_low_detected_donor_n","gse199_low_detected_donor_n","gse182_median_CPM","gse199_median_CPM","gse182_median_fraction","gse199_median_fraction","gse182_median_rank","gse199_median_rank","between_donor_log2cpm_sd","donor_variable_flag","baseline_classification","uc_median_rank","non_uc_median_rank","uc_minus_non_uc_rank","source_context_flag","robustness_rule","source_context_interpretation","source_url.y","gene_measured","donor1_effect","donor2_effect","donor2_p2_effect","donor2_p5_effect","median_donor_effect","absolute_median_donor_effect","retained_after_stimulation_all_strata","licensing_classification","classification_rule","source_url","transcriptomic_sender_evidence","ligand_claim","sender_competence","licensing_responsive_ligand","protein_evidence_interpretation","phase4_eligible","source_url_phase3","min_dataset_median_rank"
11,"SERPINE1","S1","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",8,14,"NO","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Cellinker;ComPPI;connectomeDB2020;ConnectomeDB2025;GO_Intercell;HPA_secretome;LOCATE;Matrisome;OmniPath;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,202.983005600322,1110.12874932271,0.680564588757035,0.94833040209314,0.932239057239057,0.989694971145919,1.94988568441282,"YES","ROBUST_BASELINE_SENDER",0.932239057239057,0.881734006734007,0.0505050505050505,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",1.11224247292975,1.28449383788944,1.19507332603446,1.37391434974443,1.1983681554096,1.1983681554096,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_AND_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","YES","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.932239057239057
12,"MXRA8","S1","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",1,28,"NO","YES","NO","NO","NO_OMNIPATH_SECRETED_ANNOTATION","Almen2009;Cellinker;ComPPI;CSPA;GO_Intercell;Membranome;OmniPath;Phobius;Ramilowski_location;Surfaceome;TopDB;UniProt_keyword;UniProt_location;UniProt_topology","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,202.668867940812,110.49021268692,0.956386332820554,0.719388602099495,0.954545454545455,0.931574608408904,0.576914973701486,"NO","ROBUST_BASELINE_SENDER",0.954545454545455,0.938973063973064,0.0155723905723906,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-1.35888570499831,-1.1725743113807,-0.773173283750721,-1.57197533901069,-1.26573000818951,1.26573000818951,"YES","LICENSING_CONSISTENT_DOWN","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_AND_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","YES","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.931574608408904
13,"HLA-E","S1","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",6,52,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCellInteractions;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;ComPPI;connectomeDB2020;ConnectomeDB2025;CSPA;DGIdb;GO_Intercell;ICELLNET;iTALK;LOCATE;LRdb;Membranome;OmniPath;Phobius;Ramilowski_location;Ramilowski2015;Surfaceome;talklr;TopDB;UniProt_keyword;UniProt_location;UniProt_topology","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,181.42816542951,62.6835266408617,0.960291219059527,0.575844091684168,0.952441077441078,0.90436933223413,0.812063116477322,"NO","ROBUST_BASELINE_SENDER",0.952441077441078,0.94486531986532,0.00757575757575757,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",2.36193489324966,3.22583922551492,2.91790008620685,3.53377836482299,2.79388705938229,2.79388705938229,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_AND_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","YES","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.90436933223413
14,"MSN","S1","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",1,22,"YES","YES","NO","YES","NO_OMNIPATH_SECRETED_ANNOTATION","Adhesome;Cellinker;ComPPI;GO_Intercell;HGNC;ICELLNET;LOCATE;OmniPath;Ramilowski_location;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,53.5525434145877,266.13212331409,0.667888743805776,0.908817213171687,0.903198653198653,0.967436108821105,1.29366882112259,"NO","ROBUST_BASELINE_SENDER",0.903198653198653,0.91540404040404,-0.0122053872053873,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",0.606490914209728,0.622474778387814,0.530900578582253,0.714048978193375,0.614482846298771,0.614482846298771,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_AND_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","YES","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.903198653198653
15,"LGALS3BP","S1","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",2,27,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Cellinker;CellTalkDB;connectomeDB2020;ConnectomeDB2025;GO_Intercell;HPA_secretome;iTALK;LRdb;OmniPath;Ramilowski_location;Ramilowski2015;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,187.332388921572,47.6594688955573,0.96169723043555,0.510781803509441,0.954545454545455,0.89282769991756,1.00891812308928,"NO","ROBUST_BASELINE_SENDER",0.954545454545455,0.928872053872054,0.0256734006734007,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",1.66529248707846,1.59223141639888,1.32720881698552,1.85725401581224,1.62876195173867,1.62876195173867,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_AND_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","YES","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.89282769991756
16,"TSPAN5","S1","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",1,21,"NO","YES","NO","YES","NO_OMNIPATH_SECRETED_ANNOTATION","Cellinker;GO_Intercell;HPMR;MCAM;OmniPath;Phobius;Ramilowski_location;Surfaceome;UniProt_keyword;UniProt_location;UniProt_topology","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,34.8274797172348,88.0404223943224,0.550381798363023,0.691975665332136,0.88510101010101,0.919208573784007,0.728674732443906,"NO","ROBUST_BASELINE_SENDER",0.88510101010101,0.888468013468014,-0.00336700336700335,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-1.28499608047399,-1.19266071481966,-1.03200870555384,-1.35331272408548,-1.23882839764683,1.23882839764683,"YES","LICENSING_CONSISTENT_DOWN","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_AND_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","YES","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.88510101010101
17,"NAMPT","S1","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",4,12,"NO","NO","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Cellinker;ComPPI;connectomeDB2020;ConnectomeDB2025;GO_Intercell;HPA_secretome;OmniPath;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,62.0021283054867,35.4811752229456,0.690708453468678,0.389788852088402,0.90993265993266,0.874278647980214,0.503059417180569,"NO","ROBUST_BASELINE_SENDER",0.90993265993266,0.860690235690236,0.0492424242424242,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",1.46707225368722,1.78136949266732,1.3220022243658,2.24073676096884,1.62422087317727,1.62422087317727,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_AND_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","YES","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.874278647980214
18,"CLDN11","S1","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",1,28,"YES","YES","NO","NO","NO_OMNIPATH_SECRETED_ANNOTATION","Almen2009;Baccin2019;CellChatDB;Cellinker;ComPPI;GO_Intercell;HGNC;LOCATE;OmniPath;Phobius;Ramilowski_location;Surfaceome;UniProt_keyword;UniProt_location;UniProt_topology;Zhong2015","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,89.7783967834406,105.045868740821,0.456926322985257,0.601774359516591,0.870791245791246,0.931986809563067,1.84017812317209,"YES","ROBUST_BASELINE_SENDER",0.870791245791246,0.920454545454545,-0.0496632996632996,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-2.07005983743493,-1.00533214100777,-0.93884514377367,-1.07181913824187,-1.53769598922135,1.53769598922135,"YES","LICENSING_CONSISTENT_DOWN","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_AND_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","YES","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.870791245791246
19,"CD9","S1","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",5,33,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;Cellinker;ComPPI;connectomeDB2020;ConnectomeDB2025;DGIdb;GO_Intercell;HPMR;LOCATE;OmniPath;Phobius;Ramilowski_location;Surfaceome;TopDB;UniProt_keyword;UniProt_location;UniProt_topology;Zhong2015","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,28.5583787931298,281.140871387215,0.399629441067574,0.879841791259191,0.866161616161616,0.966199505358615,1.8465553246923,"YES","ROBUST_BASELINE_SENDER",0.866161616161616,0.89520202020202,-0.0290404040404041,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-1.97447428539245,-0.947406531031152,-1.16339063577996,-0.731422426282343,-1.4609404082118,1.4609404082118,"YES","LICENSING_CONSISTENT_DOWN","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_AND_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","YES","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.866161616161616
20,"LAMB1","S1","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",11,34,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","CellChatDB;Cellinker;CellTalkDB;ComPPI;connectomeDB2020;ConnectomeDB2025;EMBRACE;GO_Intercell;HGNC;HPA_secretome;HPMR;iTALK;LOCATE;LRdb;Matrisome;OmniPath;Ramilowski_location;Ramilowski2015;talklr;UniProt_keyword;UniProt_location;Zhong2015","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,89.2705394587512,30.9657150406163,0.823950219670373,0.39046802036381,0.922979797979798,0.863973619126134,0.773073931265605,"NO","ROBUST_BASELINE_SENDER",0.922979797979798,0.882575757575758,0.0404040404040404,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-1.33379731068215,-0.946791833349624,-1.36700210443348,-0.526581562265765,-1.14029457201588,1.14029457201588,"YES","LICENSING_CONSISTENT_DOWN","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_AND_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","YES","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.863973619126134
21,"NID2","S1","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",1,36,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;Cellinker;CellTalkDB;connectomeDB2020;ConnectomeDB2025;EMBRACE;GO_Intercell;HPA_secretome;iTALK;LOCATE;LRdb;Matrisome;OmniPath;Ramilowski_location;Ramilowski2015;talklr;UniProt_keyword;UniProt_location;Zhong2015","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,53.4858725644312,28.3469385199684,0.641390190205871,0.321599502223822,0.897306397306397,0.856553998351195,0.603908496936764,"YES","ROBUST_BASELINE_SENDER",0.897306397306397,0.86489898989899,0.0324074074074073,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-2.35023879152082,-0.721383398497237,-0.761898653891465,-0.680868143103008,-1.53581109500903,1.53581109500903,"YES","LICENSING_CONSISTENT_DOWN","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_AND_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","YES","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.856553998351195
22,"SDC2","S1","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",2,79,"YES","YES","NO","YES","NO_OMNIPATH_SECRETED_ANNOTATION","Adhesome;Almen2009;Baccin2019;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;ComPPI;connectomeDB2020;ConnectomeDB2025;EMBRACE;GO_Intercell;HPMR;ICELLNET;iTALK;LOCATE;LRdb;Matrisome;MCAM;Membranome;OmniPath;OPM;Phobius;Ramilowski_location;Ramilowski2015;Surfaceome;talklr;TopDB;UniProt_keyword;UniProt_location;UniProt_topology;Zhong2015","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,20.6876018871307,29.3509406002898,0.363686752930093,0.344116081230264,0.85479797979798,0.861088211046991,0.295068650004277,"NO","ROBUST_BASELINE_SENDER",0.85479797979798,0.906986531986532,-0.0521885521885522,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-2.16258564745641,-1.22410820239822,-1.58454225017984,-0.863674154616598,-1.69334692492731,1.69334692492731,"YES","LICENSING_CONSISTENT_DOWN","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_AND_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","YES","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.85479797979798
