gene,candidate_rank,sender_evidence_level,baseline_classification,licensing_classification,omnipath_secreted_annotation,omnipath_extracellular_annotation,protein_secretome_annotation,P1_PARACRINE_CORE,P2_EXTRACELLULAR_EXTENDED,P3_FULL_LR_SENSITIVITY,primary_scope_membership,scope_freeze_status,interpretation,source_url
LIN7B,198,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
NAALADL1,199,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
VSIG10,200,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
LRCH4,201,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
GDF11,202,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
SIRPA,203,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ZDHHC5,204,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
LRFN4,205,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ADGRE5,206,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
PLXNA1,207,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
AGRN,208,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
FGF7,209,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
EFEMP1,210,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
BACE2,211,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
COL16A1,212,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
EFNA4,213,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
COL27A1,214,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
